timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1749075531204,116,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-103,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,116,0,27
1749075531225,95,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-88,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,95,0,27
1749075531164,156,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-85,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,156,0,31
1749075531235,93,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-81,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,93,0,29
1749075531239,89,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-95,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,89,0,30
1749075531239,89,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-104,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,89,0,30
1749075531241,88,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-101,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,88,0,30
1749075531245,89,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-80,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,89,0,31
1749075531243,93,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-78,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,93,0,33
1749075531249,88,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-100,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,88,0,33
1749075531243,94,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-98,text,false,Test failed: code expected to contain /200/,1136,190,34,34,https://api.clickup.com/api/v2/user,94,0,34
1749075531255,87,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-94,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,87,0,33
1749075531256,89,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-108,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,89,0,34
1749075531257,88,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-99,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,88,0,33
1749075531256,91,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-109,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,91,0,34
1749075531261,91,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-102,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,91,0,35
1749075531261,91,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-107,text,false,Test failed: code expected to contain /200/,1135,190,35,35,https://api.clickup.com/api/v2/user,91,0,35
1749075531263,90,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-91,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,90,0,35
1749075531261,92,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-110,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,92,0,35
1749075531264,94,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-84,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,94,0,35
1749075531276,83,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-79,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,83,0,29
1749075531267,94,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-90,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,94,0,33
1749075531276,87,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-89,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,87,0,29
1749075531279,88,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-87,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,88,0,31
1749075531277,92,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-83,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,92,0,31
1749075531285,84,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-86,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,84,0,26
1749075531279,91,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-82,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,91,0,31
1749075531292,100,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-77,text,false,Test failed: code expected to contain /200/,1136,190,35,35,https://api.clickup.com/api/v2/user,100,0,30
1749075531310,163,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-97,text,false,Test failed: code expected to contain /200/,1136,190,37,37,https://api.clickup.com/api/v2/user,163,0,33
1749075531310,163,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-96,text,false,Test failed: code expected to contain /200/,1136,190,37,37,https://api.clickup.com/api/v2/user,163,0,32
1749075531307,166,HTTP Request,429,Too Many Requests,jp@gc - Ultimate Thread Group 1-93,text,false,Test failed: code expected to contain /200/,1136,190,37,37,https://api.clickup.com/api/v2/user,166,0,30
